key,value
A guard named Carl,2
Nevalle,2
Mera Hawke,2
Original Spirit/Demon Character(s),2
Katriel,2
Antje Wirth,2
Alice Cireron,2
dom!Solas - Character,2
Voraan Lavellan,2
Archivist Banon,2
Elalas,2
Minor Original Character - Character,2
Macie Hawke,2
O/C,2
Grey Hawke,2
Salit,2
DA:I Companions,2
He'lon Lavellan,2
Other Cameos,2
Original Elvhen Characters,2
The Sentinels,2
Solas - mentions,2
Uvir,2
Teddy Altman,2
Kate Bishop,2
Tommy Shepherd,2
Lady Alexius,2
Garett Hawke,2
Tal,2
Vanryra Brosca,2
Orginal Characters - Character,2
Lara Amell,2
Young!Solas,2
Warden OCs,2
Rancor Adaar,2
Fem!Sten,2
Fem!Oghren,2
Miroslav Trevelyan,2
Dragon Age Inquisition cast,2
Solas mentioned,2
Ekhan Lavellan,2
Ash Lavellan,2
SHIELD Agents & Staff,2
Havelock Vetinari,2
Pride (Looking Glass),2
Curiosity (Looking Glass),2
Tanis Half-Elven,2
Caramon Majere,2
Sturm Brightblade,2
Flint Fireforge,2
Tika Waylan Majere,2
Surana Family,2
Deyrahel Lavellan,2
many more - Character,2
Original Mage Characters,2
the mabari,2
Takaleth Trevelyan,2
Andra Hawke (OC),2
Amell warden,2
Original Jaeger(s) (Pacific Rim),2
Faren,2
Darya,2
Warden Queen - Character,2
Ephena Cousland,2
Dorian Pavus (Dragon Age),2
Revan (Star Wars),2
The Dark Wolf,2
Aldaron Lavellan,2
Ilen,2
Caitrin Cadash,2
Inquisitor Wren Trevelyan,2
Sollux Captor,2
Aradia Megido,2
Finn the Human,2
Carlos (Welcome to Night Vale),2
Cecil Palmer,2
Da'mi Lavellan,2
Gilraen Lavellan,2
Wren,2
Tyrdda Bright-Axe,2
Sage,2
Michael,2
Pixie,2
Various Companions,2
Rorie Lavellan,2
Isala Shadow,2
Backstory - Character,2
OC/OC - Character,2
Companions - Character,2
Nugs - Character,2
Nicole Trevelyan,2
Galia Lavellan,2
Nyeni Lavellan,2
Rowan Cousland,2
Benedict Cumberbatch,2
Donna,2
Talon Lavellan,2
Blood Mages - Character,2
Balthazar Trevelyan,2
Xander Vael (OC),2
Anya Grace Hawke,2
Taras Tabris,2
Avexia Suledin,2
Halward Pavus (mentioned),2
ella cousland,2
meiriana mahariel,2
Viona Hawke,2
Noxx'ian Lavellan,2
Master Dennet (Dragon Age: Inquisition),2
Merrill (briefly),2
Katherine Trevelyan,2
Siany,2
Ambriel Lavellan,2
Lysandre Lavellan,2
Lucia Rose Cousland,2
Sirad,2
Renn,2
Daine Surana,2
Faena Lavellan,2
Aino Minako | Sailor Venus,2
Ophelia Hawke,2
Fergus Lavellan,2
Mother Giselle (mentioned),2
Rhea Trevelyan,2
Everyone else in the game,2
Templar!Hawke - Character,2
Darth Vader,2
Nymphadora Tonks,2
Velalora Lavellan,2
Shae Lavellan,2
Commander Helaine,2
Anderson,2
Mentioned Halward Pavus,2
Mir'lin Lavellan (OC),2
Xen'eth Lavellan (OC),2
Islen Hawke-Tethras,2
Iron Bull mentioned,2
Gaerwyn Trevelyan,2
Melinda May,2
Taya Trevelyan,2
Everybody else in the game,2
Derry Aeducan,2
a farmer dude named Gantry,2
Ghest Lavellan,2
Sylanna Lavellan,2
Knight Captain,2
Kitty's Collar,2
Dijon the Mabari,2
Sulenera Lavellan,2
Ser Alrik,2
Buttercup Cadash,2
ferret!fenris - Character,2
Ser Fluffy Paws,2
Falherna Lavellan,2
Elvauni Hawke,2
Elvauni (rogue) Hawke,2
Mally Trevelyan,2
Mentions of Blackwall,2
And their daughter,2
Danarius (past),2
Nairod the Fennec - Character,2
Harry Dresden,2
Carlos Ramirez,2
Adahlen'anasal,2
Seeker Daniel,2
Varian the Lonely Dragon - Character,2
Neri Surana,2
Anacrea Trevelyan,2
Thazulok,2
Myrdo,2
Hanna Hawke,2
Ho Yinsen,2
Nonbinary Trevelyan,2
Sera - Mentioned,2
Brannyn Lavellan,2
Tirzah Aeducan - Character,2
Raina Amell,2
Roland Gilmore (Dragon Age),2
Faelyn Lavellan,2
mentions of Dorian,2
Mention of Felix,2
Envy Demon - Character,2
Senna Lavellan,2
Blythe Trevelyan,2
Reinhold the Golden,2
Selene Surana,2
Mention of Bull,2
Denarius,2
Damien Trevelyan,2
Raleigh Trevelyan,2
Catherine Trevelyan,2
Maren (Dragon Age),2
Liatriel (Lia) Lavellan,2
Cymael Lavellan,2
Samael Mahariel,2
Loreian Cousland,2
Sora,2
camris lavellan,2
Brynja Cousland,2
Fendes Lavellan,2
Lusia Trevelyan,2
F!Adaar,2
Other Character mentions,2
Eryth Lavellan,2
Vitis Lavellan,2
Lilly,2
Raven Lavellan,2
minor leliana,2
Meladriel Trevelyan,2
John Winchester,2
Meg Masters,2
Belinda (Dragon Age),2
Riza Hawkeye,2
Meraas (Dragon Age),2
Luthien Lavellan,2
Laheir Lavellan - Character,2
Yaanos Adaar,2
Maye Hawke,2
Igraine Cousland,2
Aeron Hawke,2
ambiguous female Inquisitor - Character,2
and their two children,2
Fem!Cousland,2
Ivoreth Lavellan,2
Rai Trevelyan,2
The Black Divine,2
Alais Lavellan (OC),2
Gatsi,2
Dahlia Surana,2
clair trevelyan,2
Armet Lavellan,2
Dulin Forender,2
Dorian mention,2
Isalana,2
autumn lavellan,2
Lyslani Lavellan,2
Nesiriel Lavellan,2
Peter Trevelyan,2
Amy Pond,2
Basso the Boxman,2
Belle (Once Upon a Time),2
Henry Mills (Once Upon a Time),2
Beau Trevelyan,2
Javaris Tintop,2
Elsa,2
Ryan Haywood,2
Ray Narvaez Jr.,2
Wren Hawke,2
Abrinay Lavellan,2
Female Archer Lavellan,2
Ser Chompy,2
Mara Mahariel,2
Relenus,2
Kyra Hawke,2
Envy!Cullen,2
Kaladin (Stormlight Archive),2
Renarin Kholin,2
Tien (Stormlight Archive),2
Adolin Kholin,2
Vasher | Zahel,2
Havard,2
Wil Hawke,2
Jericho Hawke,2
Warrior,2
Syrith Lavellan - Character,2
Nika Trevelyan,2
Sidony,2
Nininaelle Lavellan - Character,2
Female Inqui,2
Male Magister,2
The Inquisitor's mum,2
Thornton,2
Blaine Anderson,2
The Inquisitor (Dragon Age),2
Rio - Character,2
Ro Cousland,2
Leitos Lavellan,2
others-mentioned,2
Adam Parrish,2
Inquisitor's Family (OC),2
Evelyn Travelyan,2
Kíli (Tolkien),2
own chara,2
Darcy Lavellan,2
minor Anders,2
Balthazar Lavellan,2
Hero of Fereldan - Character,2
Meriana Cousland,2
Sabrina Russel,2
Valora Hawke,2
Rammath Lavellan (OC),2
Aura,2
Damla Adaar,2
Gwin Cousland - Character,2
all of the inner circle,2
Sophie Cousland,2
"Aeron ""Tab"" Tabris",2
Nevaeh Mahariel - Character,2
Lightning Farron,2
Spirit of Hope,2
Inquisitor Cyrus,2
Lacrima (OC),2
that interrupting soldier,2
Valora Lavellan,2
Galadriel,2
Alexius,2
Father,2
Transgender Woman Trevelyan,2
Transgender Man Trevelyan,2
Jasmine Trevelyan,2
Quynn Lavellan,2
Harold Trevelyan,2
Ziva Lilietta Trevelyan,2
Owen Trevelyan,2
Mahdred Hawke,2
Michael Jones,2
Geoff Ramsey,2
Sylvanni Lavellan,2
Nyxx-OC,2
OC- Cullen's parents,2
Sam Vimes,2
val'wen lavellan,2
OC- Cullen's family,2
Velelan Lavellan,2
Engel Trevelyan,2
Rosalyn Cadash,2
Zin Cousland,2
A Jar of Bees,2
Anna (Frozen),2
Broodmother,2
Connor Guirren,2
Smaug,2
Kanna Lavellan,2
Ezekiel Hawke,2
Amy,2
Tinker Bell (Once Upon a Time),2
Bard of Laketown,2
Renwyn Lavellan,2
Luthian Levellan,2
Aveline de Grandpré,2
Random,2
Lessa Hawke,2
Archon Radonis,2
Saige Trevelyan,2
Tasiran Adaar,2
High Dragon,2
Morowa Hawke,2
Enera,2
Korinda Lavellan,2
Luin Lavellan,2
Narya Lavellan,2
Saga Lavellan - Character,2
Niah Trevelyan,2
Nayeli Surana,2
Faydren Trevelyan,2
All Inquisition Characters,2
Nedra Surana,2
Garyon Hawke,2
Tybalt (Romeo and Juliet),2
kamea adaar,2
Fem!Inquisitor - Character,2
Lylah Trevelyan,2
Josephine (dragon age),2
Genevieve,2
Prishe Lavellan,2
Mage!Trevelyan,2
Viola Surana,2
Callum Trevelyan,2
Rinata Cadash,2
Casavir,2
The Huntress,2
Katriela,2
Kahrin Cousland,2
Raela Lavellan,2
Varlaina Lavellan,2
Disabled Hawke,2
Seònaid Earrach,2
Male Marahiel,2
Tempest,2
Kirriana,2
Arl Rendon Howe,2
Quill Lavallen,2
Allegra Hawke,2
Sloth demon,2
Maetel,2
Tabitha Hawke,2
Olivia,2
Agata,2
Uriel Lavellan,2
Torania Theirin,2
Steelbloom Hawke,2
Audacity (Dragon Age),2
Pick,2
Jeanette Cousland,2
Violet Goddard,2
OC Templars,2
Fenris (Dragon Age II),2
Shayle of House Cadash,2
Revka Tabris,2
Kallia,2
Rowan,2
Kaitlyn,2
Hayder,2
Lady Cadash,2
Asher Hawke,2
Anthea (Sherlock),2
Alrik,2
Jim Moriarty,2
Olivia Dunham,2
Mharen,2
Viveka,2
Myra Surana,2
Oliver Hawke,2
Assorted NPCs,2
Hafter,2
Gabe Hawke,2
Commander Amelle Shepard,2
Captain Kiara Shepard,2
Woolsey,2
Misc. Others,2
Cecily Cousland,2
Andri Mahariel,2
Norah,2
Vincento,2
alt!Ria,2
Templar OC,2
Laica,2
Mo,2
Dan,2
Vrania,2
Erynon,2
Tabby Hawke,2
Mari Hawke,2
Nicolas,2
Starrelena,2
Jory,2
Marinelle Brosca,2
Josephine Hawke,2
Susan Sto Helit,2
Katherine Cousland,2
Katy Cousland,2
Kylon,2
Helena,2
Petrice - Character,2
Main Character,2
Maverlies,2
Namaya,2
Kaja Hawke,2
Richard Cypher,2
Dandelion - Character,2
Lambert,2
Japan (Hetalia: Axis Powers),2
Leta Vael,2
Assorted Crows,2
Vashkata,2
Ser Greagoir,2
Gerod Caron,2
Carroll,2
Aedan Hawke,2
Sha Gojyo,2
Davy the templar,2
Gregoir (Dragon Age),2
Davin Hawke,2
Ser Donall,2
Teryn Loghain Mac Tir,2
f!Hakwe,2
King Maric Theirin,2
Adder Hawke,2
PC: f!Surana,2
Breynna Cousland,2
Gilmore,2
F Mahariel,2
Laresa Mahariel,2
Maric Theirin - Character,2
Martya Brosca,2
The Ebony Warrior,1
Potema Septim,1
Warden Commander (Awakenings),1
Ashilora Lavellan,1
Jamie Lavellan,1
ariwyn lavellan,1
Original Female Herald,1
young original character(s),1
Mercy Amell - Character,1
Background OCs,1
Golden Halla,1
Various Elven OCs,1
slight canon divergence - Character,1
Olan Gharr,1
Jeralt Reus Eisner,1
Golden Deer Students (Fire Emblem),1
Blue Lions Students (Fire Emblem),1
Black Eagles Students (Fire Emblem),1
Original Halfling Character(s),1
Lady Inquisitor,1
Thenera Lavellan,1
Eventually all of the companions,1
Wrex,1
Grunt,1
Mentioned Thane Krios,1
Mentioned Mordin Solus,1
Basically all of the companions and squad mates eventually,1
Carver and Bethany alive,1
Niranye (Elder Scrolls),1
Taashathi Adaar,1
Julius Caesar,1
T-Rex (Jurassic Park),1
Velociraptor (Jurassic Park),1
Suledin Lavellan,1
if you squint - Character,1
Varric's Nicknames - Character,1
Orb of Fen'Harel - Character,1
Jonas Trevelyan,1
Cuddles - Character,1
Kayden Lavellan,1
Lavellan Sibling,1
Aideen Amell,1
The Denizens of Kirkwall,1
Demon Army - Character,1
Marius Trevelyan,1
Lianthorn Lavellan,1
Venna - Character,1
OC Alarion,1
...and everyone else from Dragon Age 2 and Inquisition!,1
Sithis (Elder Scrolls),1
The Night Mother,1
Tullius (Elder Scrolls),1
Original Imperial Character(s) (Elder Scrolls),1
Imperial Counsel,1
Daedra (Elder Scrolls),1
The Void - Character,1
Coyote,1
Raven,1
Grandmother (Native American Myth),1
(Dorian's mother),1
Kharjo (Elder Scrolls),1
Ri'saad (Elder Scrolls),1
Arch-Mage (Elder Scrolls),1
Raella Dace,1
SI - Character,1
Half-Elf Cousland,1
Babette de Launcet,1
Elspeth Cousland,1
hawke's daughter,1
Gerin,1
Sergeant Alia,1
The Surgeon in Skyhold,1
Knight-Captain Briony (Dragon Age),1
Sister Vaughn,1
Istimaethoriel,1
Graeme Amell,1
Random Mages,1
Other characters may appear,1
Original Non-Inquisitor Characters,1
a hart named Sachi,1
a cat named Timothy,1
a lot of people don't come in until later,1
R2-D2 (Star Wars),1
BB-8 (Star Wars),1
Rose Tico,1
Niamh Trevelyan,1
and so on... - Character,1
Gatsi (Dragon Age),1
Princess Rida,1
Erune Fae (Elin),1
Eruno Fae (Elin),1
Eirai Fae (Elin),1
Zyllian Fae (Elin),1
Quen,1
Quen Lavellan,1
the whole Kirkwall gang,1
Melkor the Nuggolisk,1
non-Warden Surana (background),1
Josephine Montyliet,1
Vivienne Madam de Fer,1
Amayian Trevelyan,1
Ashildr | Lady Me,1
Tiffany Aching,1
self insert ocs - Character,1
original male qunari character,1
Elizabeth Belmont (OC),1
Kingsley Shacklebolt,1
Doggo,1
Taeodor,1
Dude It's Just Everyone,1
Original Femal Character,1
Female Warden/Queen,1
rowhanna lavellan,1
All Origins will eventually be involved,1
From DAI not DAO just to make that clear,1
Nimloth,1
Female Lavellan (Non-Inquisitor).,1
Female Warden Surana,1
Reno (Compilation of FFVII),1
Elmyra Gainsborough,1
Trevelyan Parents - Character,1
Rumarin (Elder Scrolls),1
Amalee (Elder Scrolls),1
Zora Fair-Child (Elder Scrolls),1
Gorr (Elder Scrolls),1
Liassa (Hero of Ferelden),1
All Hawkes live so there,1
Jax the Inquisitor,1
Teryn Loghain,1
highland,1
Highlanders Ravagers,1
Maarif,1
Delilah Hawke,1
Michalis (OC),1
Castelleta de Villafrecha (OC),1
Subira (OC),1
Zane Flynt,1
Zer0 (Borderlands),1
Wrench (Watch Dogs),1
Marcus Holloway,1
Javier Escuella,1
Bill Williamson,1
Kieran Duffy,1
Dutch van der Linde,1
Hosea Matthews,1
Michael De Santa,1
Trevor Philips,1
Axton (Borderlands),1
Katagawa Jr. (Borderlands),1
Clay (Borderlands),1
Asshole - Character,1
Ser Roderick (Dragon Age),1
All other Dragon age characters,1
Original Solavellan Child,1
Carter Kane,1
Ethan Siegal,1
Joyce Brown,1
Pink Diamond's Pearl (Steven Universe),1
Brad Bradson,1
Ser Perth (Dragon Age),1
minor Anders/Hawke - Character,1
Crowley (Good Omens),1
Inquisitor's Companions,1
Dalish Culture - Character,1
Chantry Religion - Character,1
Theodosian Tradings,1
Backstories - Character,1
DO - Character,1
Casien Yedlin,1
Linas,1
Calowen Bright-Hair,1
Razum-dar (Elder Scrolls),1
Pell Falil,1
Neramo (Elder Scrolls),1
Teddy Tyrane,1
Gohan,1
Piccolo,1
Lady Vivienne,1
Seeker Cassandra Pentaghast,1
everyone from da:i shows up,1
Male Demon OC,1
Female Demon OC,1
Male Elezen Warrior of Light,1
The whole Inquisition really...,1
FFXIV characters get mentions,1
Seranna Amell,1
Male Reader,1
Kilastra Trevelyan,1
Fenris' sister,1
Scott Summers,1
Jean Grey,1
Mutants - Character,1
Vivec (Elder Scrolls),1
Indoril Almalexia,1
Indoril Nerevar,1
Azura (Elder Scrolls),1
Lorkhan (Elder Scrolls),1
Cadash/Tethras Child,1
Hawke/Fenris Child,1
Sebastian Vael Child,1
Varania/Rainier Child,1
Arainai/Amell Child,1
Pavus/Bull Child,1
Elias Hawke,1
Audrey Vael,1
Sabina Rainier,1
Malakai Arainai,1
Marguerite Cadash-Tethras,1
Kieran Theirin,1
Reyna Hawke,1
Ataashi Pavus,1
Kestrel Hawke,1
Nessrin Hawke,1
Beatrix Cadash,1
OC Mabari,1
Lucien Reyadril - Character,1
Ellaria Weatherby,1
Knight-Captain Jaylen Corvall,1
Ariban Dentry,1
Tenacity,1
Shielan Lavellan,1
Evfra de Tershaav,1
Youko Kurama,1
Sesshoumaru (InuYasha),1
Mara Hartling,1
David Rose (Schitt's Creek),1
Patrick Brewer,1
Alexis Rose,1
Stevie Budd,1
Twyla Sands,1
Ulysses (Fallout),1
The Reapers - Character,1
Loki's Children (Marvel),1
T'Challa (Marvel),1
Shuri (Marvel),1
Harley Keener's Sister,1
Harley Keener's Mother,1
Cooper Barton,1
Lila Barton,1
Sleipnir (Marvel),1
Jormungand (Marvel),1
Fenrir (Marvel),1
Nathaniel Pietro Barton,1
Victor von Doom,1
Reed Richards,1
Frank Castle,1
Erik Killmonger,1
Guardians of the Galaxy Team,1
Athenna Lavellan,1
Female Amell (non-warden),1
Gwendolyth Tabris,1
The Inquisition Crew,1
Faolan Lavellan,1
Fay Lavellan,1
Timmons,1
Chevalier(s),1
Nithius Surana,1
Talia Aulus,1
Titus Mede II,1
General Tulius,1
General Belisarius,1
General Tullus,1
Basically every character plus a lot of new ones,1
Pavellan - Character,1
Poppy Pomfrey,1
Fawkes (Harry Potter),1
Female Warden (Dragon Age) (Background),1
Original Drow Character(s),1
Drow Character(s),1
Maxwell Trevelyn,1
Cassandra Pentagast,1
basically the entire Dragon Age cast including all the companions,1
Siael (the original character),1
Imira Trevelyan,1
Bunch of OCs,1
Waffles the dog,1
Aigis,1
Balthier (Ivalice Alliance),1
Baralai,1
Dan Marshall (Binary Domain),1
Faye Lee (Binary Domain),1
Edge Maverick,1
Reimi Saionji,1
Cliff Fittir,1
Emil Castagnier,1
Marta Lualdi,1
Faith Connors,1
Angel De LaMuerte,1
Maria Traydor,1
Takahashi Kenshi,1
Jaster Rogue,1
Kisala,1
Labrys,1
Kitana (Mortal Kombat),1
Jade (Mortal Kombat),1
Lloyd Irving,1
Kirijo Mitsuru,1
Sanada Akihiko,1
Meracle Chamlotte,1
Nariko (Heavenly Sword),1
Isaac Clarke,1
Ryudo,1
Millenia (Grandia II),1
Noel Kreiss,1
Sheva Alomar,1
Sindel (Mortal Kombat),1
Tio (Grandia II),1
Zegram Ghart,1
Nick (Left 4 Dead 2),1
Ellis (Left 4 Dead 2),1
Lily Shen (XCOM),1
David King (Dead by Daylight),1
Dwight Fairfield,1
Lucy Kuo,1
"Jackson ""Jack"" Rourke",1
Elly Sketchit,1
Roronoa Zoro,1
Vinsmoke Sanji,1
Chris Redfield,1
Knuckles the Echidna,1
Holt Hyde,1
Jackson Jekyll,1
Komatsu,1
Volkner,1
Kenji | Tracey Sketchit,1
Vegeta (Dragon Ball),1
Piccolo (Dragon Ball),1
Nougami Neuro,1
"Norville ""Shaggy"" Rogers",1
Samurai Jack,1
James Morgan,1
Kojirou | James,1
Trafalgar D. Water Law,1
Assorted Fereldan Nobility,1
Avery lavellan (OC),1
Taniel lavellan (OC),1
Verric,1
Asajj Ventress,1
Chell (Portal),1
Thalyssra (Warcraft),1
Aristea Hawke,1
berserk characters,1
bleach chracters,1
Naruto Characters,1
godzilla characters,1
street fighter characters,1
Pleiades (Overlord - Maruyama Kugane),1
Briva Tabris,1
Rylen's Mother,1
Anasterian Sunstrider,1
Kael'thas Sunstrider,1
Persephone (Assassin's Creed),1
Minor Dragon Age Character might cameo,1
Everyone's invited to the party,1
Dark! Solas,1
and many others,1
Rebel Mage Trevelyan,1
Bethan - Character,1
lieutenant Cruise,1
Wystan,1
Male Hero of Kvatch | Champion of Cyrodiil,1
Random Dying Soldier,1
Sheogorath | Hero of Kvatch,1
the origins gang is all here i think,1
Hawke (Elder Scrolls),1
Éomer,1
Lord of the Rings OFC,1
Merry,1
Livia Cousland,1
Inquisitor Lavellan in passing,1
a despair demon,1
Ryo Lavellen (OC),1
Ellarian Lavellen/Ruthford (OC),1
Nuala Lavellen (OC),1
Brandy (OC),1
Sparrow Ruthford (OC),1
Wolf Ruthford (OC),1
Colt Ruthford (OC),1
Storm Hawke (OC),1
Ivory Hawke (OC),1
Queen Alice Therin/Champion of Redcliffe/The Warden (OC),1
Princess Elizabeth Therin (OC),1
Bellas Lavellen (OC),1
The Bull’s Chargers (Dragon Age),1
Hunter Aclassi (OC),1
Ellonri Lavellen (OC),1
Cyvin Lavellen (OC),1
Malanna Lavellan,1
Velya Lavellan,1
Ferian Lavellan,1
Laryn Lavellan,1
Josmael Lavellan,1
Melora Lavellan,1
Adlasan Lavellan,1
Misulahn Lavellan,1
Valonne Lavellan,1
Linaya Lavellan,1
Savin Lavellan,1
Taelhen Lavellan,1
Ghilariel Lavellan,1
Arina Lavellan,1
Ashathari Lavellan,1
MHawke,1
Amjad Brangwen,1
Aislinn Brangwen,1
Calledan Brangwen,1
Mairead Shallan,1
Gabriel Marlowe,1
Shandi Adaar,1
Wilhelm (Borderlands),1
Mad Moxxi (Borderlands),1
Ellie (Borderlands),1
Hugo Vasquez,1
Yvette (Borderlands),1
Scooter (Borderlands),1
Vallory (Borderlands),1
Brick (Borderlands),1
Mordecai (Borderlands),1
Finch (Borderlands),1
Kroger (Borderlands),1
Mythal's Servants,1
Romance - Character,1
and all the others,1
Dragonborn Bard,1
Wood Elf Druid,1
Human Monk,1
Dwarf Paladin - Character,1
Tiamat (Dungeons & Dragons),1
Eleutherios Adaar,1
Basically all the DA:I chars,1
Skyrim chars in memories/flashbacks,1
Sanguine (Elder Scrolls),1
Original scouts/agents,1
Vara (Original Elf Servant),1
Korbin (Dragon Age),1
Rielah Brosca,1
Female Lavellan | Not Really Though,1
Original Female Character | Female Lavellan,1
Jon Black,1
"Crespa ""Crispy""",1
Nienna Tabris,1
Katla Hawke,1
Original Ancient Elf,1
Gollum | Sméagol,1
Sauron | Mairon,1
Saruman | Curunír,1
Celeborn (Tolkien),1
Zatriel - Original Character,1
Rowhanna,1
Serenity - Character,1
Dog named Uthnehen,1
Shale...probably,1
Giles,1
hyndel sr.,1
Lisette,1
refugee hunter,1
One-Eyed Jimmy,1
Bron,1
Widow Maura,1
The whole da ensemble as side/minor characters,1
Everd (Dragon Age),1
Lenka (Dragon Age),1
Adalbo (Dragon Age),1
Tekhartha Zenyatta,1
Sombra | Olivia Colomar,1
Rylan (OC),1
NB Lavellan,1
Enby Lavellan,1
Dog is Called Wrex,1
Inquisition Agents,1
Major/minor OCs,1
Rabbit (OC),1
Ellie,1
Marehis,1
Cullen/Lavellan child(ren),1
Inquisition Courier OC,1
Kima (Critical Role),1
Evil Queen (Disney),1
Snow White (Disney),1
Knight-Commander of Markham,1
Knight-Vigilant Trentwatch (Dragon Age),1
reanimated corpses - Character,1
Arvaarad (Dragon Age),1
Jay (Mabari),1
Kingston Aldebrant,1
Florence Aldebrant,1
Monsta X Ensemble,1
Matthews- OC,1
Braern- OC,1
Manon Tabris,1
Brief Cameos of other assorted DA characters,1
...... - Character,1
all of them?,1
Jowan|Levyn,1
Senechal Varel,1
Svera Cousland,1
Summyr Cousland,1
Terrin Mahariel,1
Fen Tabris,1
Lilith Amell,1
Ser Roland|Rory Gilmore,1
Sunny the fearsome warhound,1
Rain the fearsome warhound,1
Dane the fearsome warhound,1
oc morgan is a companion,1
The Nightmare demon - Character,1
other characters mentioned: anders leandra carver bethany varric,1
Aoife O'Callaghan,1
Neranka Cousland,1
Mrs. Murphy,1
Alyssia (OC),1
Idrilla (OC),1
Harea (OC Wolf),1
OC's Archdemon(s),1
Kios Lavellan,1
Knight-Commander Glavin,1
