key,value
Iron Bull / Dorian Pavus (background),11
Lavellan & Cullen Rutherford,11
Abelas (Dragon Age) / Original Female Character(s),11
Iron Bull / Josephine Montilyet,11
"Cremisius ""Krem"" Aclassi / Iron Bull / Dorian Pavus",11
Minor Iron Bull / Dorian Pavus - Relationship,11
Female Warden / Alistair,11
Male Mage Inquisitor / Cullen Rutherford,11
Dorian Pavus & Maevaris Tilani,11
Lavellan / Cassandra Pentaghast,11
Cole / Cullen Rutherford,11
Isabela / Leliana,11
Female Mahariel / Morrigan,11
Blackwall / Iron Bull,11
Greagoir / Irving,11
Anders / Warrior Hawke,11
Cousland / Anora Mac Tir,11
"Cremisius ""Krem"" Aclassi / Felix Alexius",11
Herren / Wade,11
Ser Cauthrien / Anora Mac Tir,11
Zevran Arainai / Female Rogue Tabris,11
Jim / Cullen Rutherford,11
Cullen Rutherford / Female Mage Lavellan,11
Amell / Zevran,11
"Cremisius ""Krem"" Aclassi / Isabela",10
Blackwall / Cassandra Pentaghast,10
Cole (Dragon Age) / Original Male Character(s),10
Cullen Rutherford / Warrior Trevelyan,10
Alistair / Original Grey Warden Character(s) (Dragon Age),10
Alistair / Cousland (Dragon Age),10
Alistair / Dorian Pavus,10
Rylen / Adaar,10
Cole & Female Inquisitor,10
Cullen Rutherford / Original Female Character,10
Gereon Alexius & Dorian Pavus,10
Blackwall | Thom Rainier / Female Lavellan,10
Male Cadash / Josephine Montilyet,10
Lavellan & Dorian Pavus,10
Original Female Character(s) / Original Male Character(s),10
Garrett Hawke / Fenris,10
Female Lavellan & Solas,10
Josephine Montilyet / Solas,10
Josephine Montilyet / Original Female Character(s),10
"Cremisius ""Krem"" Aclassi & Bull's Chargers",10
Varric Tethras / Reader,10
Lace Harding / Male Lavellan,10
Aeducan / Zevran Arainai,10
Solas / Original Female Character,10
implied,10
Female Amell / Jowan,10
Isabela & Varric Tethras,10
Jowan / Male Surana,10
Elgar'nan / Mythal,10
Adaar / Blackwall,10
Female Shepard / Liara T'Soni,10
Dorian Pavus / Male Lavellan,10
Female Rogue Inquisitor / Iron Bull,10
Adaar / Cullen Rutherford,10
Alistair & Fiona (Dragon Age),10
Sera (Dragon Age) / Original Character(s),10
Anders / Female Mahariel,10
Female Cousland / Alistair,10
Hawke / Trevelyan,10
Isabela / Cullen Rutherford,10
Jowan & Female Surana,10
Mage / Templar,10
Female Hawke & Malcolm Hawke,10
Sten / Female Surana,10
Male Cadash / Iron Bull,10
cullrian,10
Fenris & Solas,10
Iron Bull & Cullen Rutherford,10
Gaspard de Chalons / Female Trevelyan,10
Cullen / Dorian,10
Adaar / Solas,10
Alistair / Female Dwarf Warden,10
Male Trevelyan / Dorian Pavus,10
Male Lavellan / Samson,10
Leliana / Solas,10
Male Lavellan / Vivienne,10
OC / OC-Freeform,10
Anders / Cullen,10
Male Amell / Anders (Dragon Age),9
Nathaniel Howe & Warden,9
Female Inquisitor / Iron Bull / Cullen Rutherford,9
Alistair / Male Inquisitor,9
Kaidan Alenko / Male Shepard,9
Amell & Jowan (Dragon Age),9
Sera / Dagna,9
Fen'Harel / Female Mage Lavellan,9
others,9
Carver Hawke / Original Female Character(s),9
Cullen Rutherford / Inquisitor,9
Female Lavellan / Threnn,9
Female Inquisitor / Threnn (Dragon Age),9
past Female Lavellan / Solas - Relationship,9
Male Inquisitor / Solas (Dragon Age),9
Alistair (Dragon Age) / Reader,9
Leliana / Cullen Rutherford,9
Gereon Alexius / Livia Arida,9
Iron Bull & Lavellan,9
Varric Tethras / Female Trevelyan,9
Fenris / Reader,9
Cole / Male Inquisitor,9
OFC / OMC,9
Hawke & Aveline Vallen,9
Cullen Rutherford / Rylen,9
"Cremisius ""Krem"" Aclassi & Dorian Pavus",9
Fenris / Male Hawke / Isabela,9
Fenris / Female Hawke / Sebastian Vael,9
Alistair / Lavellan,9
Female Surana / Original Male Character,9
Leliana / Warden,9
Dorian Pavus / OC,9
Male Hawke / Aveline Vallen,9
Sten / Tabris,9
Nathaniel Howe / Female Surana,9
Nathaniel Howe / Male Tabris,9
Sera / Vivienne,9
Anders / Warden (Dragon Age),9
Merrill / Hawke,9
Female Hawke / Justice,9
Alistair / Male Warden,9
Male Cousland / Nathaniel Howe,9
Female Lavellan / Male Lavellan,9
Cole & Varric Tethras,9
Lace Harding / Bram Kenric,9
Josephine Montilyet / Trevelyan,9
Fenris / Hawke / Isabela,9
Nathaniel Howe / Female Tabris,9
Fenris / Varric Tethras,9
Female Trevelyan / Cullen Rutherford,9
Adaaribull,9
Brosca / Leliana,9
Lavellan / Original Character(s),9
Established Relationship(s),9
Gereon Alexius / Cassandra Pentaghast,9
Male Adaar / Female Lavellan,9
Cullen Rutherford / Annabel Trevelyan,9
Alistair - Relationship,9
Solas & Lavellan,9
Constance Macayle / Brenna Larossa,9
Gereon Alexius / Dorian Pavus,9
Female Cousland / Duncan,9
Female Warrior Hawke / Varric Tethras,9
Cousland / Ser Gilmore,9
Cullen Rutherford / Female Mahariel,9
Cullen Rutherford / Dorian Pavus,9
Male Adaar / Male Trevelyan,9
Female Mage Inqusitor / Josephine Montilyet,9
Male Hawke / Original Female Character,9
Male Inquisitor & Solas,8
Bhelen Aeducan / Rica Brosca,8
Cassandra Pentaghast / Rylen,8
Female Inquisitor & Leliana,8
Cousland / Loghain Mac Tir,8
Adaar & Iron Bull,8
Female Hawke & Sebastian Vael,8
Raleigh Samson / Female Mage Trevelyan,8
Mage Inquisitor / Raleigh Samson,8
TO BE DETERMINED - Relationship,8
Fenris (Dragon Age) / Original Character(s),8
Cassandra Pentaghast & Female Trevelyan,8
Duncan & Warden (Dragon Age),8
Alistair / Zevran Arainai / Warden,8
Alistair / Female Warden / Original Female Character(s),8
Male Hawke & Merrill,8
Blackwall / Male Trevelyan,8
Female Cousland & Fergus Cousland,8
Lace Harding / Inquisitor,8
Bethany Hawke & Varric Tethras,8
Solas / Male Lavellan,8
Cole (Dragon Age) / Reader,8
Alistair / Isabela,8
Celia Mac Tir / Loghain Mac Tir,8
Iron Bull / Male Inquisitor,8
Mythal / Solas,8
Iron Bull / Reader,8
Anders / Reader,8
Female Aeducan / Female Brosca,8
Hawke & Leandra Hawke,8
Pre-Relationship - Relationship,8
Romance - Relationship,8
Female Cousland / Carver Hawke / Nathaniel Howe,8
Fenris & Original Female Character (Dragon Age),8
Anders & Warden,8
Fen'harel / Female Mage Trevelyan,8
Female Mage Inquisitor / Sera,8
Anders / Female Tabris,8
Josephine Montilyet & Cullen Rutherford,8
Anders / Female Inquisitor,8
Hawke & Carver Hawke,8
Male Rogue Cadash / Dorian Pavus,8
Zevran Arainai / Rinna / Taliesen,8
Amell / Morrigan,8
Hawke / Isabela (Dragon Age),8
Female Cousland / Female Mahariel,8
Hawke / Cassandra Pentaghast,8
Female Lavellan / Original Dalish Character(s),8
Female Hawke / Seneschal Bran,8
Uthvir / Thenvunin,8
Female Brosca & Leske,8
Dorian Pavus & Aquinea Thalrassian,8
Marquis of Serault / The Wayward Bard,8
Cole & Female Trevelyan,8
Bran Cavin / Female Hawke,8
"Cremisius ""Krem"" Aclassi / Male Lavellan",8
Castiel / Dean Winchester,8
Fenris / Female Warden,8
Lace Harding / Varric Tethras,8
Greagoir / Wynne,8
Rowan Guerrin / Loghain Mac Tir / Maric Theirin,8
Adaia Tabris / Cyrion Tabris,8
Female Dovahkiin | Dragonborn / Solas,8
Isabela / Fenris,8
Cullen / Hawke,8
Amell / Cullen,8
F!Hawke / Anders,8
Female Inquisitor / Blackwall,8
Blackwall / Cullen Rutherford,8
Female Adaar & Iron Bull,8
Fenris / Garrett Hawke,8
Female Warrior Adaar / Sera,8
Female Lavellan / Iron Bull,8
Felsi / Oghren,8
Cole / Solas,8
Alistair / Female Amell / Cullen Rutherford,8
OT3 - Relationship,8
Cullen / Male Hawke,8
Zevran Arainai / Loghain Mac Tir,8
Branka / Hespith,8
Iron Bull / Female Inquisitor,8
handers,8
Abelas / Original Female Elvhen Character(s),8
Fenris / Orana,8
Rogue Lavellan / Cullen Ruthorford,8
Feynriel / Connor Guerrin,8
Dorian / Male Trevelyan,8
Dorian / Male Lavellan,8
Alissa Trevelyan / Cullen Rutherford,8
Krem / Cullen,8
Sebastian Vael / Others,8
background Iron Bull / Dorian Pavus - Relationship,8
Calpernia  /  Samson,8
Cassandra / Male Inquisitor,8
Cassandra / Trevelyan,8
Cullen / Male Inquisitor,8
Hero of Kvatch | Champion of Cyrodiil / Martin Septim,7
Everyone / Everyone,7
Isabela / Female Warden,7
Mage(s) / Templar(s) (Dragon Age),7
Adaar / Rylen,7
Inquisitor & Advisors (Dragon Age),7
Inquisitor & Josephine Montilyet,7
Cullen / Original Female Character(s),7
Zevran Arainai / Female Amell,7
Cadash / Sera,7
Male Hawke & Everyone,7
Female Mage Inquisitor / Raleigh Samson,7
Cole / Original Character(s),7
Lenya Mahariel / Alistair Theirin,7
Anders / Male Warden (Dragon Age),7
Korra / Asami Sato,7
Female Cousland / Sebastian Vael,7
Gereon Alexius / Female Inquisitor,7
Leliana / Male Trevelyan,7
Fen'Harel (Dragon Age) / Original Elvhen Character(s),7
Blackwall / Original Character(s),7
Male Hawke / Original Character(s),7
Female Brosca / Morrigan,7
Merrill / Isabela,7
Zevran Arainai / Fenris / Original Female Character(s),7
Ariane / Finn (Dragon Age),7
Arishok / Male Hawke,7
Leliana / Female Cousland,7
Bethany Hawke & Male Hawke,7
Male Hawke / Original Male Character(s),7
Warden & Wynne,7
Female Cadash / Solas,7
Cassandra Pentaghast / Female Inquisitor,7
Shianni & Female Tabris,7
Lace Harding / Lavellan,7
Dorian Pavus / Male inquisitor,7
Zevran Arainai / Morrigan,7
Amell / Surana - Relationship,7
Female Adaar / Lace Harding,7
Jowan & Mage Warden,7
Female Mahariel / Tamlen (Dragon Age),7
Female Amell & Anders,7
Anders / Anders,7
Iron Bull & Cassandra Pentaghast,7
Alistair / Original Female Character,7
Cullavellan,7
Male Hawke / Male Inquisitor,7
Sherlock Holmes / John Watson,7
Female Trevelyan & Male Trevelyan,7
Leliana (Dragon Age) / Original Character(s),7
Dorian Pavus / Other(s),7
Cullen Rutherford & Original Female Character(s),7
Inquisitor & Sera,7
Nathaniel Howe / Warden,7
Female Inquisitor / Female Warden (Dragon Age),7
Alistair / Zevran Arainai / Male Cousland,7
Female Lavellan / Other(s),7
Inquisitor / Leliana,7
Isabela / Original Female Character(s),7
Gamlen Amell / Bethany Hawke,7
Varric Tethras / Original Character(s),7
Dirthalene - Relationship,7
"Cremisius ""Krem"" Aclassi / Male Inquisitor",7
Trevelyan / Cullen Rutherford,7
Lavellan / Iron Bull,7
Female Hawke / Tallis,7
Female Aeducan / Male Brosca,7
Male Inquisitor & Varric Tethras,7
Steve Rogers / Tony Stark,7
Jesse McCree / Hanzo Shimada,7
Cassandra Pentaghast / Female Lavellan,7
Dorian / Cullen,7
Anders / Garrett Hawke,7
Anders / m!Hawke,7
Teagan Guerrin / Female Tabris,7
Cousland / Teagan Guerrin,7
Female Inquisitor / Cullen Rutherford / Solas,7
Dorian / Inquisitor (Dragon Age),7
Male Aeducan / Morrigan,7
"James ""Bucky"" Barnes / Steve Rogers",7
Zevran Arainai / OC,7
Male Mage Adaar / Iron Bull,7
Fenris / Lavellan,7
Female Aeducan & Alistair,7
Alistair / Fenris,7
Garrett Hawke / Anders,7
Bethany Hawke & Hawke,7
Aeducan / Brosca,7
Merrill / Female Hawke,7
Anders / Male Warrior Hawke,7
Abelas / Original Female Character(s),7
Blackwall / Cullen Rutherford / Female Trevelyan,7
Anders / Fenris / Sebastian Vael,7
Female Aeducan & Gorim Saelac,7
Male Amell / Male Surana,7
Female Hawke & Cassandra Pentaghast,7
Cullen Rutherford / Male Surana,7
Male Inquisitor / Vivienne,7
John Watson / Sherlock Holmes,7
Justice!Anders / Fenris,7
pre-Fenders,7
solas x lavellan,7
Aveline / Donnic,7
Carver Hawke / Isabela / Merrill,7
Fenris / Male Warrior Hawke,7
Cullen / Amell,7
Cullen Rutherford / Original Non-Inquisitor Trevelyan(s),7
Faycen Malik / Vaeyin Lavellan,7
Iron Bull / Male Lavellan|Inquisitor,7
Anders / Fenris / Isabela,7
Female Lavellan / Fen'Harel,7
Florianne de Chalons / Livius Erimond,7
Dorian / Ru'riro,7
Surana / Other(s),7
Iron Bull / Female Rogue Trevelyan,7
Cullen Rutherford / Female Amell,7
n / a,7
Blackwall / Cole,7
Pride / Lavellan,7
Female Hawke / Male Trevelyan,7
Past Fenris / Female Hawke,7
Hawke / Varric,7
Lavellan / Samson,7
background Iron Bull / Dorian Pavus / Cullen Rutherford - Relationship,7
Mahariel / Sten,7
Trevelyan / Cassandra,7
Cassandra / Inquisitor,7
Aeducan / Gorim,7
Orsino / Sebastian,7
Malcolm Hawke / Carver Hawke,7
Danica Amell / Alistair,7
Male Lavellan & Solas,6
Female Lavellan & Sera,6
Dorian Pavus & Original Character(s),6
Female Brosca & Rica Brosca,6
Cullen Rutherford / Female Mage Inquisitor,6
Sebastian Vael / Original Character(s),6
Leliana / Marjolaine (Dragon Age),6
Female Inquisitor & Josephine Montilyet,6
background Iron Bull / Dorian Pavus,6
(Primarily Platonic Relationships),6
Maxiana Trevelyan / Cullen Rutherford,6
Alistair & Female Cousland,6
Blackwall / Female Mage Trevelyan,6
Amell / Anders (Dragon Age),6
Alistair Theirin / Female Cousland,6
Brosca / Morrigan,6
Arishok / Original Female Character(s),6
Anders / Fenris / Male Hawke / Original Male Character(s),6
Fenris / Female Trevelyan,6
Male Dovahkiin | Dragonborn / Serana,6
Female Dovahkiin | Dragonborn / Cullen Rutherford,6
Male Inquisitor & Sera,6
Merrill / Sebastian Vael,6
Fen'Harel / Female Lavellan / Solas,6
King Alistair / Female Mahariel,6
Female Mage Hawke / Fenris,6
Tamlen / Male Warden,6
Alistair & Leliana (Dragon Age),6
Zevran Arainai & Female Elf Warden,6
Alistair / Cullen Rutherford / Original Female Character(s),6
Cullen Rutherford / You,6
Fenris / Original Male Character(s),6
Delrin Barris / Female Inquisitor,6
TBA - Relationship,6
Thane Krios / Female Shepard,6
Male Inquisitor / Original Male Character(s),6
"Cremisius ""Krem"" Aclassi / Female Adaar",6
Josephine Montilyet / Original Male Character(s),6
Tony Stark / Reader,6
Steve Rogers / Reader,6
Alistair & Warden (Dragon Age),6
Alistair / Female Aeducan,6
Female Adaar / Vivienne,6
Amell & Jowan,6
Oghren & Warden,6
Carver Hawke / Original Male Character(s),6
Solas / Female Mage Lavellan,6
Cassandra Pentaghast / Original Male Character(s),6
Iron Bull / Varric Tethras,6
Leliana & Female Trevelyan,6
Cole / Trevelyan,6
Anders / Templars,6
Female Lavellan / Solas (past),6
Merrill & Varric Tethras,6
Amell / Leliana,6
Isabela / Varric Tethras,6
Female Hero of Kvatch | Champion of Cyrodiil / Martin Septim,6
Cole & Sera,6
Male Amell / Cullen Rutherford,6
Briala / Female Lavellan,6
Ameridan / Female Lavellan,6
Blackwall & Inquisitor,6
Cole / Male Lavellan,6
Iron Bull / Original Female Character,6
Female Cousland / Ser Gilmore (Dragon Age),6
Zevran Arainai & Female Mahariel,6
Cullen Rutherford / Female Mage,6
Female Mage Lavellan / Sera,6
Anders / Aveline Vallen,6
Female Inquisitor - Relationship,6
Cullen Rutherford & Surana,6
Dalish (Dragon Age: Inquisition) / Fen'Harel,6
Zevran Arainai / Dwarf Warden,6
Zevran Arainai / Lavellan,6
Bilbo Baggins / Thorin Oakenshield,6
Female Hawke / Iron Bull,6
Duncan / Cailan Theirin,6
Cullen Rutherford & Sera,6
Maddox / Raleigh Samson,6
Dirthalene-relationship,6
Fenris / f!Hawke,6
Fen'Harel / Trevelyan,6
Solas / Original Non-Inquisitor Lavellan(s),6
Uthvir - OC / Thenvunin - OC,6
Cullen Rutherford / Isaura Lavellan,6
Male Brosca / Leliana,6
Female Lavellan / Solas (implied),6
Zevran Arainai / Nathaniel Howe,6
Iron Bull / Male Lavellan / Dorian Pavus / Male Trevelyan,6
Zevran Arainai / Iron Bull,6
Alistair & Male Mahariel,6
Zevran Arainai / Male Hawke,6
Original Male Character / Original Female Character,6
Female Amell / Niall,6
Male Lavellan & Sera,6
Male Mage Inquisitor / Iron Bull,6
Male Adaar / Male Lavellan,6
Aeducan / Leliana,6
Blackwall | Thom Rainer / Female Cadash,6
Male Amell / Jowan,6
Lavellan & Josephine Montilyet,6
Nathaniel Howe / Original Female Character(s),6
Ser Cauthrien / Female Cousland,6
Alistair / Zevran Arainai / Female Cousland,6
Abelas / Female Trevelyan,6
Alistair / Cullen,6
Male Hawke / Cassandra Pentaghast,6
Thorold Tethras / Maevaris Tilani,6
Morrigan & Male Warden,6
Morrigan / Sten,6
Gorim / Warden (Dragon Age),6
Male Amell / Leliana,6
Fenris / Original Male Character,6
Nathaniel Howe / Female Cousland,6
Fen'Harel / Sylaise,6
Iron Bull / James Vega,6
Anders / Female Hawke / Isabela,6
"Cremisius ""Krem"" Aclassi / Inquisitor",6
Male Lavellan / Iron Bull,6
"Cremisius ""Krem"" Aclassi / Fenris",6
Gaspard de Chalons / Female Inquisitor,6
Female Mage Adaar / Sera,6
Female Mage Hawke / Varric Tethras,6
Male Hawke / Reader,6
Corypheus / Inquisitor,6
iron bull - Relationship,6
Loghain Mac Tir / Morrigan,6
Female Mahariel / Cullen Rutherford,6
Lavellan / Vivienne,6
Justice / Male Hawke,6
Fenris - Relationship,6
Zevran Arainai / Female Rogue Warden,6
Lavellan / Dorian,6
Rowan / Loghain Mac Tir,6
Warrior Inquisitor / Dorian Pavus,6
Fenris / Female Rouge Hawke,6
Cullen / Bethany Hawke,6
Alistair Theirin / Cullen Rutherford,6
"Cremisius ""Krem"" Aclassi / Bethany Hawke",6
background m!Hawke / Anders,6
Dorian Pavus / Varric Tethras,6
Rowan / Maric Theirin,6
Female Surana / Loghain Mac Tir,6
Shale / Sten,6
Merrill / Cullen Rutherford,6
Carver Hawke / Original Female Character,6
Past Anders / Karl,6
Female Amell / Sten,6
Zevran Arainai / Fenris / Isabela,6
Cullen Rutherford / Amallia Trevelyan,6
Alistair / Female Cousland / Leliana,6
Aerys Lavellan / Solas,6
Adaar / Dorian,6
Dirthamen / Falon'Din,6
Cassandra / Male Trevelyan,6
Abelas / Fena'dea,6
Bethany Hawke / Keran,6
Fenris / Isabela / Sebastian Vael,6
Anders / Hawke / Fenris,6
Architect / Utha,6
Alistair / Cousland (PC),6
"Cremisius ""Krem"" Aclassi / Reader",5
Delrin Barris / Original Female Character(s),5
Delrin Barris / Original Character(s),5
Female Lavellan & Leliana,5
Alistair & Female Cousland (Dragon Age),5
Dorian Pavus / Female Trevelyan,5
Lace Harding / Male Trevelyan,5
Inquisitor & Leliana (Dragon Age),5
Inquisitor & Iron Bull,5
Lavellan & Varric Tethras,5
Female Shepard / James Vega,5
Adaar & Sera,5
Loghain Mac Tir / Female Mahariel,5
Alistair & Female Warden,5
Raleigh Samson / Female Trevelyan,5
Nathaniel Howe / Original Dalish Character(s),5
Male Cousland / Original Character,5
Felsi / Oghren (Dragon Age),5
Kurtis Stryker / Male Hawke,5
Male Amell & Anders (Dragon Age),5
Background relationships - Relationship,5
